Cpty_Id;Cpty_ShortName;Cpty_Name;Codifiers_Id;Codifiers_ShortName;Codifiers_Name;Code
55051;OTKRCAP;OTKRITIE CAPITAL INT LTD;54505;DIASOFT;DIASOFT CODES;D5NT_2010005012143
55051;OTKRCAP;OTKRITIE CAPITAL INT LTD;55089;BIS_ID;BISQUIT ID;C_387119
55051;OTKRCAP;OTKRITIE CAPITAL INT LTD;58411;EUROCLR;EUROCLEAR ACCOUNT;41048
55052;CEDRUSI;CEDRUS INVESTBANK S.A.L.;54505;DIASOFT;DIASOFT CODES;D5NT_2010005012580
55052;CEDRUSI;CEDRUS INVESTBANK S.A.L.;55089;BIS_ID;BISQUIT ID;B_2351239
55052;CEDRUSI;CEDRUS INVESTBANK S.A.L.;55095;BIS_SWIFT;BISQUIT SWIFT;CIBXLBBEXXX
55052;CEDRUSI;CEDRUS INVESTBANK S.A.L.;55177;BLOOMBERG;BLOOMBERG CODE;865122
55052;CEDRUSI;CEDRUS INVESTBANK S.A.L.;58411;EUROCLR;EUROCLEAR ACCOUNT;23974
55053;CONTINL;CONTINENTAL CAPITAL MARKETS SA;54505;DIASOFT;DIASOFT CODES;D5NT_2010005012581
55053;CONTINL;CONTINENTAL CAPITAL MARKETS SA;55089;BIS_ID;BISQUIT ID;C_389737
55053;CONTINL;CONTINENTAL CAPITAL MARKETS SA;55177;BLOOMBERG;BLOOMBERG CODE;73863
55053;CONTINL;CONTINENTAL CAPITAL MARKETS SA;58411;EUROCLR;EUROCLEAR ACCOUNT;45796
55086;NSD;NATIONAL SETTLEMENT DEPOSITORY;54505;DIASOFT;DIASOFT CODES;D5NT_95014436
55086;NSD;NATIONAL SETTLEMENT DEPOSITORY;55089;BIS_ID;BISQUIT ID;C_12885
55087;TULLETT;TULLETT PREBON SECURITY LTD;54505;DIASOFT;DIASOFT CODES;D5NT_2010005009426
55087;TULLETT;TULLETT PREBON SECURITY LTD;55089;BIS_ID;BISQUIT ID;C_370344
55087;TULLETT;TULLETT PREBON SECURITY LTD;55177;BLOOMBERG;BLOOMBERG CODE;8055
55087;TULLETT;TULLETT PREBON SECURITY LTD;58411;EUROCLR;EUROCLEAR ACCOUNT;93946
55088;SIGMA;SIGMA BROKING LTD (UK);54505;DIASOFT;DIASOFT CODES;D5NT_2010005015626
55088;SIGMA;SIGMA BROKING LTD (UK);55089;BIS_ID;BISQUIT ID;C_398653
55088;SIGMA;SIGMA BROKING LTD (UK);55177;BLOOMBERG;BLOOMBERG CODE;646385
55088;SIGMA;SIGMA BROKING LTD (UK);58411;EUROCLR;EUROCLEAR ACCOUNT;91932
55090;RBKB;BANK RBK;52428;DEALING;REUTERS DEALING;RBK
55099;BAUX;UNICREDITBANK AG;52428;DEALING;REUTERS DEALING;BAUX
55099;BAUX;UNICREDITBANK AG;54505;DIASOFT;DIASOFT CODES;D5NT_2010005026826
55099;BAUX;UNICREDITBANK AG;55177;BLOOMBERG;BLOOMBERG CODE;4919
55137;LENTA_OOO;LENTA OOO;54505;DIASOFT;DIASOFT CODES;D5NT_2010005011222
55137;LENTA_OOO;LENTA OOO;55089;BIS_ID;BISQUIT ID;C_383491
55155;REIB;ROSEXIMBANK;52428;DEALING;REUTERS DEALING;REIB
55156;MFKR;INTERNATIONAL FIN.CLUB;55094;BIS_BIK;BISQUIT BIK;044583632
55156;MFKR;INTERNATIONAL FIN.CLUB;56273;INN;INN;7744000038
55156;MFKR;INTERNATIONAL FIN.CLUB;56274;KPP;KPP;775001001
55157;TUSA;TUSARBANK;55089;BIS_ID;BISQUIT ID;B_43182
55158;EXOT;STANDARD CHARTERED BANK;52428;DEALING;REUTERS DEALING;EXOT
55165;CIXN;CITIBANK NA;55089;BIS_ID;BISQUIT ID;B_179274
55165;CIXN;CITIBANK NA;55095;BIS_SWIFT;BISQUIT SWIFT;CITIUS33XXX
55172;TEST_CPTY;TEST COUNTERPARTY;52428;DEALING;REUTERS DEALING;TEST
55179;RSHB_AM;RSHB ASSET MANAGEMENT;54505;DIASOFT;DIASOFT CODES;D5NT_2010005009145
55179;RSHB_AM;RSHB ASSET MANAGEMENT;55089;BIS_ID;BISQUIT ID;C_358205
55196;PENALTY;PENALTY;56298;PRME;PRIME;PRME
55198;BGAZ;BELGAZPROMBANK;52428;DEALING;REUTERS DEALING;BGAZ
55198;BGAZ;BELGAZPROMBANK;55089;BIS_ID;BISQUIT ID;B_2499035
55203;NPRB;NOVIY PROMISHLENNIY BANK;52428;DEALING;REUTERS DEALING;NPRB
55203;NPRB;NOVIY PROMISHLENNIY BANK;55089;BIS_ID;BISQUIT ID;B_239303
55203;NPRB;NOVIY PROMISHLENNIY BANK;55094;BIS_BIK;BISQUIT BIK;044599749
55203;NPRB;NOVIY PROMISHLENNIY BANK;56273;INN;INN;3524004713
55203;NPRB;NOVIY PROMISHLENNIY BANK;56274;KPP;KPP;775001001
55219;NKNH;NIZHNEKAMSKNEFTECHIM;54505;DIASOFT;DIASOFT CODES;D5NT_95016011
55219;NKNH;NIZHNEKAMSKNEFTECHIM;55089;BIS_ID;BISQUIT ID;C_81829
55220;SINARA;GRUPPA SINARA ZAO;54505;DIASOFT;DIASOFT CODES;D5NT_2010005018737
55221;UOMZ;URAL OPTICO-MECHAN ZAVOD PO OAO;54505;DIASOFT;DIASOFT CODES;D5NT_2010005015549
55221;UOMZ;URAL OPTICO-MECHAN ZAVOD PO OAO;55089;BIS_ID;BISQUIT ID;C_397685
55223;POLYUSGOLD;POLYUS GOLD INTERNATIONAL LTD;52428;DEALING;REUTERS DEALING;PLGD
55223;POLYUSGOLD;POLYUS GOLD INTERNATIONAL LTD;54505;DIASOFT;DIASOFT CODES;D5NT_2010000007307
55224;IRAO;INTER RAO ES;54504;MICEX;MICEX TRADING CODES;MC0326900000
55224;IRAO;INTER RAO ES;54505;DIASOFT;DIASOFT CODES;D5NT_2010005009077
55225;DVMP;DALNEVOST MORSK PAROHODSTVO;54505;DIASOFT;DIASOFT CODES;D5NT_95015941
55229;CSMXSEC;CREDIT SUISSE SECURITIES;54504;MICEX;MICEX TRADING CODES;MC0093700000
55229;CSMXSEC;CREDIT SUISSE SECURITIES;58411;EUROCLR;EUROCLEAR ACCOUNT;93827
55234;BBVD;BBVA MADRID;52428;DEALING;REUTERS DEALING;BBVD
55234;BBVD;BBVA MADRID;55089;BIS_ID;BISQUIT ID;B_49950
55246;PMU;PRECIOUS METALS UNL;60988;SLOZCONV; ”–—Œ¬¿ﬂ –¿«Õ»÷¿ »— À. »« Œ“◊≈“¿;1
55248;PMB;PRECIOUS METALS BULLION;60988;SLOZCONV; ”–—Œ¬¿ﬂ –¿«Õ»÷¿ »— À. »« Œ“◊≈“¿;1
55250;PMC;PRECIOUS METALS CLIENTS;60988;SLOZCONV; ”–—Œ¬¿ﬂ –¿«Õ»÷¿ »— À. »« Œ“◊≈“¿;1
55264;ATON;ATON;54504;MICEX;MICEX TRADING CODES;MC0031400000
55264;ATON;ATON;55177;BLOOMBERG;BLOOMBERG CODE;65214
55283;ICMB;INTERCOMMERZBANK;55094;BIS_BIK;BISQUIT BIK;044585626
55283;ICMB;INTERCOMMERZBANK;56273;INN;INN;7704045650
55283;ICMB;INTERCOMMERZBANK;56274;KPP;KPP;775001001
55284;RSDB;ROSDORBANK OAO;55094;BIS_BIK;BISQUIT BIK;044583666
55284;RSDB;ROSDORBANK OAO;56273;INN;INN;7718011918
55284;RSDB;ROSDORBANK OAO;56274;KPP;KPP;775001001
55286;IIBM;INTERNATIONAL INVESTMENT BANK;52428;DEALING;REUTERS DEALING;IIBM
55286;IIBM;INTERNATIONAL INVESTMENT BANK;54505;DIASOFT;DIASOFT CODES;D5NT_2010000006732
55296;GLMT;GOLOMT BANK KOO MONGOLIA;55089;BIS_ID;BISQUIT ID;B_194844
55296;GLMT;GOLOMT BANK KOO MONGOLIA;55095;BIS_SWIFT;BISQUIT SWIFT;GLMTMNUBXXX
55298;MBSP;INTERNATION BANK OF ST-PETERBURG;55094;BIS_BIK;BISQUIT BIK;044583802
55298;MBSP;INTERNATION BANK OF ST-PETERBURG;56273;INN;INN;7831000210
55298;MBSP;INTERNATION BANK OF ST-PETERBURG;56274;KPP;KPP;774402001
55299;NCIB;NACINVESTPROMBANK;55094;BIS_BIK;BISQUIT BIK;044585413
55299;NCIB;NACINVESTPROMBANK;56273;INN;INN;7744001144
55299;NCIB;NACINVESTPROMBANK;56274;KPP;KPP;775001001
55306;GUTB;GUTA-BANK OAO;52428;DEALING;REUTERS DEALING;GUTB
55306;GUTB;GUTA-BANK OAO;55089;BIS_ID;BISQUIT ID;B_2425225
55306;GUTB;GUTA-BANK OAO;55094;BIS_BIK;BISQUIT BIK;044583911
55306;GUTB;GUTA-BANK OAO;55095;BIS_SWIFT;BISQUIT SWIFT;TJSBRUMMXXX
55306;GUTB;GUTA-BANK OAO;56273;INN;INN;6905011218
55306;GUTB;GUTA-BANK OAO;56274;KPP;KPP;775001001
55308;SDMB;SDM-BANK KB;55089;BIS_ID;BISQUIT ID;B_239915
55334;IA_ITB;IPOTECH.AGENT ITB;54505;DIASOFT;DIASOFT CODES;D5NT_2010005009359
55334;IA_ITB;IPOTECH.AGENT ITB;55089;BIS_ID;BISQUIT ID;C_369988
55336;RBC_AO;RBC AO;54505;DIASOFT;DIASOFT CODES;D5NT_2010005011737
55336;RBC_AO;RBC AO;55089;BIS_ID;BISQUIT ID;C_385828
55363;SIBUR;SIBUR HOLDING;52428;DEALING;REUTERS DEALING;SIBU
55389;E.ON_RUS;E.ON RUSSIA;54505;DIASOFT;DIASOFT CODES;D5NT_2010005015173
55390;TRANSAERO;TRANSAERO;54505;DIASOFT;DIASOFT CODES;D5NT_2010005024541
55390;TRANSAERO;TRANSAERO;55089;BIS_ID;BISQUIT ID;C_272959
55392;ENEL_RUS;ENEL RUSSIA;54505;DIASOFT;DIASOFT CODES;D5NT_2010005020214
55394;DELTA—RED;DELTACREDIT;54505;DIASOFT;DIASOFT CODES;D5NT_2010000001513
55394;DELTA—RED;DELTACREDIT;55089;BIS_ID;BISQUIT ID;B_241564
55424;KAZF;KAZAGROFINANS;55399;RSHB-DFI;RSHB-DFI;3530
55425;EDSK;ABN_AMRO_BANK_(NETHERLAND);55399;RSHB-DFI;RSHB-DFI;246
55447;BPVI;BANCA_POPOLARE_DI_VICENZA;55089;BIS_ID;BISQUIT ID;B_59032
55447;BPVI;BANCA_POPOLARE_DI_VICENZA;55095;BIS_SWIFT;BISQUIT SWIFT;BPVIIT22XXX
55447;BPVI;BANCA_POPOLARE_DI_VICENZA;55399;RSHB-DFI;RSHB-DFI;261
55448;HBSG;ROYAL_BANK_OF_SCOTLAND;55399;RSHB-DFI;RSHB-DFI;2854
55450;LAND;LANDESBANK_(BANK_GESELLSCHAFT_BE;55089;BIS_ID;BISQUIT ID;B_52406
55450;LAND;LANDESBANK_(BANK_GESELLSCHAFT_BE;55095;BIS_SWIFT;BISQUIT SWIFT;BELADEBEXXX
55450;LAND;LANDESBANK_(BANK_GESELLSCHAFT_BE;55399;RSHB-DFI;RSHB-DFI;267
55451;HBVH;BAYERISCHE_HYPO_-_UND_VEREINSBAN;55399;RSHB-DFI;RSHB-DFI;275
55452;BBBM;BELINVESTBANK;55399;RSHB-DFI;RSHB-DFI;276
55453;BISI;CALYON_CORPORATE_AND_INVESTMENT_;55399;RSHB-DFI;RSHB-DFI;282
55454;CRAG;CREDIT_AGRICOLE;55399;RSHB-DFI;RSHB-DFI;294
55455;CZEX;CZECH_EXPORT_BANK;55089;BIS_ID;BISQUIT ID;B_72201
55455;CZEX;CZECH_EXPORT_BANK;55095;BIS_SWIFT;BISQUIT SWIFT;CZEECZPPXXX
55455;CZEX;CZECH_EXPORT_BANK;55399;RSHB-DFI;RSHB-DFI;296
55456;DFI_350;LANDESBANK_BADEN-WUERTTEMBERG;55089;BIS_ID;BISQUIT ID;B_105340
55456;DFI_350;LANDESBANK_BADEN-WUERTTEMBERG;55095;BIS_SWIFT;BISQUIT SWIFT;SOLADESTXXX
55456;DFI_350;LANDESBANK_BADEN-WUERTTEMBERG;55399;RSHB-DFI;RSHB-DFI;350
55457;DFI_356;M&T_BANK;55399;RSHB-DFI;RSHB-DFI;356
55458;DFI_365;NATIXIS;55089;BIS_ID;BISQUIT ID;B_64062
55458;DFI_365;NATIXIS;55095;BIS_SWIFT;BISQUIT SWIFT;CCBPFRPPPAR
55458;DFI_365;NATIXIS;55399;RSHB-DFI;RSHB-DFI;365
55459;PRBM;PRIORBANK;55399;RSHB-DFI;RSHB-DFI;375
55460;RABO;RABOBANK_NEDERLAND;55089;BIS_ID;BISQUIT ID;B_100109
55460;RABO;RABOBANK_NEDERLAND;55095;BIS_SWIFT;BISQUIT SWIFT;RABONL2UXXX
55460;RABO;RABOBANK_NEDERLAND;55399;RSHB-DFI;RSHB-DFI;377
55461;XVXD;SVENSKA_HANDELSBANKEN;55399;RSHB-DFI;RSHB-DFI;387
55462;TSTL;THE_BANK_OF_NEW_YORK;55399;RSHB-DFI;RSHB-DFI;392
55464;DEER;DEERE_CREDIT;55399;RSHB-DFI;RSHB-DFI;488
55465;HKBA;HSBC_BANK_ARGENTINA;55399;RSHB-DFI;RSHB-DFI;499
55466;BNLR;BANCA_NAZIONALE_DEL_LAVORO;55399;RSHB-DFI;RSHB-DFI;509
55467;KBCC;CESKOSLOVENSKA_OBCHODNI_BANKA;55089;BIS_ID;BISQUIT ID;B_177804
55467;KBCC;CESKOSLOVENSKA_OBCHODNI_BANKA;55095;BIS_SWIFT;BISQUIT SWIFT;CEKOCZPPXXX
55467;KBCC;CESKOSLOVENSKA_OBCHODNI_BANKA;55399;RSHB-DFI;RSHB-DFI;520
55468;HAPI;BANK_HAPOALIM_B.M.;55089;BIS_ID;BISQUIT ID;B_218985
55468;HAPI;BANK_HAPOALIM_B.M.;55095;BIS_SWIFT;BISQUIT SWIFT;POALILITXXX
55468;HAPI;BANK_HAPOALIM_B.M.;55399;RSHB-DFI;RSHB-DFI;534
55469;DFI_537;CARGILL_FINANCIAL_SERVICES_INTER;55399;RSHB-DFI;RSHB-DFI;537
55470;DFI_540;DANSKE_BANK;55089;BIS_ID;BISQUIT ID;B_185219
55470;DFI_540;DANSKE_BANK;55095;BIS_SWIFT;BISQUIT SWIFT;DABADKKKXXX
55470;DFI_540;DANSKE_BANK;55399;RSHB-DFI;RSHB-DFI;540
55471;DFI_571;AUSTRALIA_AND_NEW_ZEALAND_BANKIN;55399;RSHB-DFI;RSHB-DFI;571
55472;DFI_582;ING_BANK_(NETHERLAND);55399;RSHB-DFI;RSHB-DFI;582
55473;DFI_588;LATVYSKY_TORGOVY_BANK;55399;RSHB-DFI;RSHB-DFI;588
55474;DFI_599;BANK_AUSTRIA_CREDITANSTALT;55399;RSHB-DFI;RSHB-DFI;599
55475;DFI_614;UNICREDIT_HYPOVEREINSBANK;55399;RSHB-DFI;RSHB-DFI;614
55476;DFI_669;BANCA_AGRICOLA_MANTOVANA;55399;RSHB-DFI;RSHB-DFI;669
55478;DFI_3492;KHAAN_BANK;55399;RSHB-DFI;RSHB-DFI;3492
55479;DFI_695;ENERGOBANK_(KIRGIZIYA);55399;RSHB-DFI;RSHB-DFI;695
55480;DFI_700;AZER-TURK_BANK;55089;BIS_ID;BISQUIT ID;B_2329063
55480;DFI_700;AZER-TURK_BANK;55399;RSHB-DFI;RSHB-DFI;700
55481;DFI_710;BANCA_MONTE_DEI_PASCHI_DI_SIENA;55089;BIS_ID;BISQUIT ID;B_218161
55481;DFI_710;BANCA_MONTE_DEI_PASCHI_DI_SIENA;55095;BIS_SWIFT;BISQUIT SWIFT;PASCITMMXXX
55481;DFI_710;BANCA_MONTE_DEI_PASCHI_DI_SIENA;55399;RSHB-DFI;RSHB-DFI;710
55482;DFI_714;AS_DNB_BANKA;55399;RSHB-DFI;RSHB-DFI;714
55483;DFI_985;VESTLB_VOSTOK;55399;RSHB-DFI;RSHB-DFI;985
55484;DFI_720;BANK_ZACHODNI_WBK;55399;RSHB-DFI;RSHB-DFI;720
55485;DFI_727;K_AND_H_BANK;55399;RSHB-DFI;RSHB-DFI;727
55486;DFI_729;AKA_EXPORT_FINANCE_BANK;55399;RSHB-DFI;RSHB-DFI;729
55487;SANT;BANCO_SANTANDER;52428;DEALING;REUTERS DEALING;SANT
55487;SANT;BANCO_SANTANDER;55089;BIS_ID;BISQUIT ID;B_2552527
55487;SANT;BANCO_SANTANDER;55399;RSHB-DFI;RSHB-DFI;731
55488;DFI_746;BANQUE_NATIONALE_DE_PARIS;55399;RSHB-DFI;RSHB-DFI;746
55489;DFI_753;SOCIETE_GENERALE;55399;RSHB-DFI;RSHB-DFI;753
55491;DFI_756;CREDIT_AGRICOLE_MUTUEL;55399;RSHB-DFI;RSHB-DFI;756
55492;DFI_797;AKA_AUSFUHRKREDIT-GESELLSCHAFT;55089;BIS_ID;BISQUIT ID;B_46957
55492;DFI_797;AKA_AUSFUHRKREDIT-GESELLSCHAFT;55095;BIS_SWIFT;BISQUIT SWIFT;AUSKDEFFXXX
55492;DFI_797;AKA_AUSFUHRKREDIT-GESELLSCHAFT;55399;RSHB-DFI;RSHB-DFI;797
55493;CREM;CREDITO_EMILIANO;55399;RSHB-DFI;RSHB-DFI;798
55495;CPLD;CAISSE_POPULAIRE_DE_L`EST_DE_DRU;55399;RSHB-DFI;RSHB-DFI;807
55496;ICBC;TORGOVO-PROMYSHLENNY_BANK_KITAYA;55399;RSHB-DFI;RSHB-DFI;476
55497;NBTK;NATSIONALNY_BANK_VED_R._UZBEKIST;55399;RSHB-DFI;RSHB-DFI;830
55498;DFI_861;FORTIS_BANK;55089;BIS_ID;BISQUIT ID;B_565221
55498;DFI_861;FORTIS_BANK;55095;BIS_SWIFT;BISQUIT SWIFT;GEBAGEBBXXX
55498;DFI_861;FORTIS_BANK;55399;RSHB-DFI;RSHB-DFI;861
55500;DFI_2238;KREDIT_URAL_BANK;55399;RSHB-DFI;RSHB-DFI;2238
55501;DFI_2414;OBIBANK;55399;RSHB-DFI;RSHB-DFI;2414
55502;DANI;NATIONAL_IRISH_BANK;55399;RSHB-DFI;RSHB-DFI;902
55503;INGF;ING_BANK_FRANKFURT;55399;RSHB-DFI;RSHB-DFI;924
55504;DFI_936;KBC_BANK;55399;RSHB-DFI;RSHB-DFI;936
55505;DFI_9851;VESTLB_VOSTOK1;55399;RSHB-DFI;RSHB-DFI;985
55506;DFI_1477;GARANTI_BANK_-_MOSKVA;55399;RSHB-DFI;RSHB-DFI;1477
55507;FUIB;PERVY_UKRAINSKY_MEZHDUNARODNY_BA;55399;RSHB-DFI;RSHB-DFI;946
55508;DFI_959;RAIFFEISEN_LANDESBANK_OBEROSTERR;55399;RSHB-DFI;RSHB-DFI;959
55509;BRED;BRED_BANQUE_POPULAIRE;55399;RSHB-DFI;RSHB-DFI;984
55510;DFI_1028;ERSTE_BANK_DER_OESTERREICHISCHEN;55399;RSHB-DFI;RSHB-DFI;1028
55511;DFI_953;KAPITALBANK;55399;RSHB-DFI;RSHB-DFI;953
55512;DFI_1008;PRIVATBANK;55399;RSHB-DFI;RSHB-DFI;1008
55513;DFI_1047;WESTLB;55399;RSHB-DFI;RSHB-DFI;1047
55514;DFI_1049;LANDESBANK_HESSEN-THURINGEN_GIRO;55399;RSHB-DFI;RSHB-DFI;1049
55515;DFI_1057;KBC_BANK_DEUTSCHLAND;55089;BIS_ID;BISQUIT ID;B_342318
55515;DFI_1057;KBC_BANK_DEUTSCHLAND;55095;BIS_SWIFT;BISQUIT SWIFT;BANVDEHBXXX
55515;DFI_1057;KBC_BANK_DEUTSCHLAND;55399;RSHB-DFI;RSHB-DFI;1057
55516;DFI_1060;KAZKOMMERTSBANK;55399;RSHB-DFI;RSHB-DFI;1060
55517;DFI_1062;ABN_AMRO_BANK_(UK);55399;RSHB-DFI;RSHB-DFI;1062
55518;DFI_1065;ING_BANK_DEUTSCHLAND;55399;RSHB-DFI;RSHB-DFI;1065
55519;DFI_1066;CALYON_FINANCING;55399;RSHB-DFI;RSHB-DFI;1066
55520;DFI_1136;BNP_PARIBAS_(ISRAEL);55399;RSHB-DFI;RSHB-DFI;1136
55521;DFI_1145;WELLS_FARGO;55399;RSHB-DFI;RSHB-DFI;1145
55522;DFI_1166;NATIONAL_CITY_BANK_CLEVELAND;55399;RSHB-DFI;RSHB-DFI;1166
55523;DFI_1205;MKB_BANK_ZRT_(MAGYAR_KULKERESKED;55399;RSHB-DFI;RSHB-DFI;1205
55524;DFI_1251;ATF_BANK;55399;RSHB-DFI;RSHB-DFI;1251
55525;DFI_1301;BANK_TORGOVLI_I_RAZVITIYA_MONGOL;55399;RSHB-DFI;RSHB-DFI;1301
55526;DFI_1259;BANCO_DI_NAPOLI;55399;RSHB-DFI;RSHB-DFI;1259
55527;DFI_1271;CANADIAN_IMPERIAL_BANK_OF_COMMER;55399;RSHB-DFI;RSHB-DFI;1271
55528;DFI_1303;PAKHTA_BANK;55399;RSHB-DFI;RSHB-DFI;1303
55529;DFI_1339;KHAN_BANK_(KHAN_BANK_OF_MONGOLIA;55399;RSHB-DFI;RSHB-DFI;1339
55530;DFI_1348;TOCHIXODIROTBONK;55399;RSHB-DFI;RSHB-DFI;1348
55531;DFI_1376;BANCA_DI_CREDITO_COOPERATIVO_DI_;55399;RSHB-DFI;RSHB-DFI;1376
55532;DFI_1385;BELSWISS_BANK;55399;RSHB-DFI;RSHB-DFI;1385
